PROPNUM,IP30,IP180,LEASE,MUWI,SUB_AREA,FIELD,PAD_NAME,INITIAL_RSV_PRESSURE_PSI,LAT_LENGTH_FT,SPACING_DIST_FT,CMP_START_DATE_ACT,FIRST_PROD_ACT,FRAC_DESIGN_SIMPLIFIED,PERF_PERF,CLUSTER_SPACING_FT,FRACED_STAGES,AVG_RATE_BPM,AVG_PRESS_PSI,FRAC_VENDOR,TOTAL_PROPPANT_LB,MESH_100_LBS,LBS_40_70,LBS_30_50,TOTAL_FLUID_BBL,TOTAL_ACID_BBL
Q18AM92DXW,4430,17492,Swaim 5H,9264231100000000SWM0003H1,Swaim,Tilden West,Single Well,6431,5026,725,2012-10-22,2012-11-14,Slickwater,4017,73,14,77.8,8460,C&J Frac,4874440,431480,2725180,1717780,171685,944
Q18AM95D1C,4526,17718,Y-Bar 16H,9264231100000000YBR0006H2,Y-Bar,Tilden West,"Y-Bar 14H,15H,16H,17H",5973,4872,647,2013-01-21,2013-02-23,Slickwater,4073,69,15,7635,8049,Frac Tech I,5000320,450220,2613160,1936940,197410,679
Q18AM96DO0,3454,11251,Williams Unit 3H,9264201300000000PNW0005H1,Pennington-Williams,Tilden West,Williams Unit 2H & 3H,5976,4252,775,2013-06-28,2013-08-05,Slickwater,3334,68,10,78.6,7895,Frac Tech II,3929560,342080,2436560,1150920,121561,543
Q18AM97DXW,8625,41038,Swaim 7H,9264231100000000SWM0007H1,Swaim,Tilden West,Single Well,6416,5033,425,2013-01-10,2013-02-01,Short Slickwater,4132,70,15,70,8311,C&J Frac,5469460,471960,2883040,2114460,128690,967
Q18AM9AD1C,5806,21798,Y-Bar 17H,9264231100000000YBR0008H2,Y-Bar,Tilden West,"Y-Bar 14H,15H,16H,17H",5969,5604,612,2013-01-21,2013-02-23,Slickwater,4759,71,17,76.2,8074,Frac Tech I,5586540,512100,3021280,2053160,218868,853
Q18AM9BD1C,9633,41951,Y-Bar 10H,9264228300000000YBR0009H1,Y-Bar,Tilden West,"Y-Bar 10H, 11H, 12H, 13H",5808,6688,800,2014-04-02,2014-05-01,Slickwater,5698,64,18,87.5,8477.17,Halliburton,7482460,666440,4324620,2491400,372633,1178.14
Q18AM9GD1C,9140,33680,Y-Bar 11H,9264228300000000YBR0010H1,Y-Bar,Tilden West,"Y-Bar 10H, 11H, 12H, 13H",5820,6773,450,2014-04-02,2014-05-03,Slickwater,6112,65,19,79.16,8473.84,Halliburton,8180000,714020,4581940,2884040,264629,4429.31
Q18AM9HE1C,6344,34650,Y-Bar 18H,9264228300000000YBR0005H1,Y-Bar,Tilden West,"Y-Bar 18H,19H,20H,21H,26H,27H",5811,6780,300,2013-09-13,2013-10-18,Slickwater,5787,65,18,78.7,8528,Frac Tech II,7958520,535780,3771180,1792840,205963,743
Q18AM9HEA8,10339,50221,Thier Unit 1H,9264231100000000RLP0003H1,Ralph-Edwards,Tilden West,Franklin 1H & Thier 1H,6737,5773,1000,2013-02-03,2013-03-13,Slickwater,4832,70,14,82.1,8609,Weatherford,5954670,557960,3470130,1926580,192106,738
Q18AM9LE1C,6127,14442,Y-Bar 12H,9264228300000000YBR0011H1,Y-Bar,Tilden West,"Y-Bar 10H, 11H, 12H, 13H",5985,6621,800,2014-03-21,2014-04-28,Short Slickwater,5787,65,18,81.17,8079.11,Halliburton,7340280,609560,4299660,2431060,203544,1089.79
Q18AM9MEA8,15893,50973,Wheeler Unit 1H,9264201300000000JSP0006H1,Jasper Pool,Tilden North,Single Well,4827,8174,1000,2014-07-16,2014-08-05,Fernandez,7318,59,25,76.83,7124.68,Frac Tech I,12146100,950970,6759390,4435740,255075,1513.69
Q18AM9MEF4,11961,32301,Y-Bar 19H,9264228300000000YBR0006H1,Y-Bar,Tilden West,"Y-Bar 18H,19H,20H,21H,26H,27H",5806,6772,275,2013-09-13,2013-10-18,Short Slickwater,5876,66,18,77.5,8520,Frac Tech II,8005944,697100,4878600,2382820,200413,1001
Q18AM9QE1C,1646,13099,Y-Bar 13H,9264228300000000YBR0012H1,Y-Bar,Tilden West,"Y-Bar 10H, 11H, 12H, 13H",5973,6619,575,2014-03-21,2014-04-28,Short Slickwater,6112,65,19,80.84,8127.89,Halliburton,7686385,831080,4345665,2509640,226789,2252.95
Q18AM9REF4,10583,45796,Y-Bar 1H,9264231100000000YBR0001H1,Y-Bar,Tilden West,Single Well,5947,5925,787,2011-06-27,2012-04-01,Slickwater,4986,72,16,80.7,7833,FracTech - 1/month,5911840,480000,3040000,2160000,217768,858.5
Q18AM9VE1C,6775,29724,Y-Bar 14H,9264231100000000YBR0009H1,Y-Bar,Tilden West,"Y-Bar 14H,15H,16H,17H",5847,5367,637,2013-01-22,2013-02-23,Slickwater,4759,73,16,75.8,8019,Frac Tech I,5544180,480980,2907300,2155900,211849,794
Q18AM9WEO0,7058,33546,Williams Unit 1H,9264201300000000PNW0001H1,Pennington-Williams,Tilden West,Single Well,5952,5448,800,2012-11-12,2012-12-20,Short Slickwater,4826,72,17,81.7,8242,Frac Tech I,5816360,516240,3095980,2204140,161937,876
Q18AMA0ESG,4964,18403,Y-Bar 26H,9264228300000000YBR0013H1,Y-Bar,Tilden West,"Y-Bar 18H,19H,20H,21H,26H,27H",5818,6766,275,2013-09-01,2013-10-18,Short Slickwater,5833,65,17,75.6,8517,Frac Tech II,7966690,649360,4597170,2087200,195288,1035
Q18AMA2DKK,4360,17595,Y-Bar 8H,9264228300000000YBR0003H1,Y-Bar,Tilden West,"Y-Bar 8H,9H",5995,6433,800,2013-03-07,2013-03-06,Slickwater,5532,70,16,77.1,7545,Frac Tech I,6898167,671500,4018647,2208020,252602,977
Q18AMA3DSG,9158,38047,Y-Bar 27H,9264228300000000YBR0014H1,Y-Bar,Tilden West,"Y-Bar 18H,19H,20H,21H,26H,27H",5797,6785,650,2013-09-01,2013-10-18,Short Slickwater,5612,66,18,77.3,8584,Frac Tech II,7966690,682600,4867930,2416160,197024,989
Q18AMA4DSG,10069,31775,Y-Bar 20H,9264228300000000YBR0007H1,Y-Bar,Tilden West,"Y-Bar 18H,19H,20H,21H,26H,27H",5955,6733,525,2013-08-19,2013-10-18,Slickwater,5593,65,19,77.2,7969,Frac Tech II,8005944,727140,5141964,2136840,302918,1134
Q18AMA7DKK,1218,23883,Y-Bar 9H,9264228300000000YBR0004H1,Y-Bar,Tilden West,"Y-Bar 8H,9H",6004,6491,800,2013-02-07,2013-03-06,Slickwater,5714,68,17,75.9,7872,Frac Tech I,5363786,681526,4452940,229320,207020,1012
Q18AMA8DSG,14296,42557,Y-Bar 2H,9264231100000000YBR0003H1,Y-Bar,Tilden West,Single Well,5840,6126,787,2012-08-26,2012-10-01,Slickwater,5114,72,18,80.2,8260,C&J Frac,6477858,562838,3460560,2454460,226514,873
Q18AMA9DSG,5802,28372,Y-Bar 21H,9264228300000000YBR0008H1,Y-Bar,Tilden West,"Y-Bar 18H,19H,20H,21H,26H,27H",5962,6724,750,2013-08-19,2013-10-18,Slickwater,5698,64,18,75.9,8246,Frac Tech II,7541834,685950,4870260,1985624,287045,1122
Q18AMACDKK,5457,19236,Y-Bar East 1H,9264231100000000YBR0018H1,Y-Bar,Tilden West,Y-Bar East 1H & A 1H,6250,5320,700,2014-06-14,2014-07-07,Short Slickwater,5103,69,15,75.95,8514.87,Halliburton,5792121,559500,3330591,1902030,196061.29,993.81
Q18AMADD6S,12753,47978,Y-Bar 3H,9264231100000000YBR0002H1,Y-Bar,Tilden West,Single Well,5826,6324,787,2012-08-26,2012-10-02,Hybrid,5114,72,18,80.1,8153,C&J Frac,6205000,572380,3408700,,137440,853
Q18AMAEDSG,3524,20501,Y-Bar 22H,9264231100000000YBR0010H1,Y-Bar,Tilden West,"Y-Bar 22H,23H",5885,5125,825,2013-03-19,2013-04-23,Short Slickwater,4162,65,13,75.2,7944,Frac Tech II,5526940,511240,3414960,1600740,170985,819
Q18AMAHEKK,3316,16541,Y-Bar East Unit A 1H,9264231100000000YBR0017H1,Y-Bar,Tilden West,Y-Bar East 1H & A 1H,6095,5013,700,2014-06-14,2014-07-07,Short Slickwater,4694,68,14,76.59,8182.86,Halliburton,4961163,527400,2748700,1685063,170014.58,725.12
Q18AMAIE6S,15468,46775,Y-Bar 4H,9264231100000000YBR0004H1,Y-Bar,Tilden West,Single Well,6013,6156,700,2012-08-26,2012-09-29,Short Slickwater,5549,71,16,79.2,8320,C&J Frac,6358573,552240,3545273,2301700,190236,698
Q18AMAJESG,6862,26495,Y-Bar 23H,9264231100000000YBR0011H1,Y-Bar,Tilden West,"Y-Bar 22H,23H",6015,4058,800,2013-04-05,2013-04-27,Slickwater,3285,67,10,78.7,7842,Frac Tech II,4378140,395460,2693560,1289120,160711,620
Q18AMAMEKK,12444,40458,Y-Bar Unit A 1H,9264231100000000YBR0014H1,Y-Bar,Tilden West,"Y-Bar A 1H, A 2H & A 3H",5844,5376,400,2014-08-19,2014-09-23,Fernandez,4787,61,16,81.51,7989.06,Calfrac,7729100,603880,4168320,2956900,177526,
Q18AMANE6S,10223,31238,Y-Bar 5H,9264231100000000YBR0005H1,Y-Bar,Tilden West,Single Well,6022,6241,700,2012-08-26,2012-09-29,Slickwater,5552,74,18,79.8,7935,C&J Frac,6523460,528840,3503300,2491320,223027,884
Q18AMAOESG,6828,31972,Y-Bar 24H,9264231100000000YBR0013H1,Y-Bar,Tilden West,"Y-Bar 24H,25H",5807,5344,525,2013-04-13,2013-05-07,Slickwater,4200,65,14,79.1,7890,Frac Tech II,6254540,561640,3789160,1903740,215932,842
Q18AMAREKK,17740,51568,Y-Bar Unit A 2H,9264231100000000YBR0015H1,Y-Bar,Tilden West,"Y-Bar A 1H, A 2H & A 3H",5823,5407,700,2014-08-19,2014-09-21,Fernandez,5021,60,17,80.32,8199.94,Calfrac,8138855,654380,4341835,3142640,189219,
Q18AMASE6S,9834,36139,Y-Bar 6H,9264228300000000YBR0001H1,Y-Bar,Tilden West,Single Well,5849,6616,787,2012-09-07,2012-10-14,Slickwater,5690,72,20,79.52,7933.25,C&J Frac,7162880,668940,3646280,2847660,235781,870
Q18AMATESG,7437,27201,Y-Bar 25H,9264231100000000YBR0012H1,Y-Bar,Tilden West,"Y-Bar 24H,25H",5988,6359,562,2013-04-13,2013-05-07,Slickwater,5546,66,17,77.2,8187,Frac Tech II,7570210,620220,4683140,2266850,251332,1024
Q18AMAXEKK,9807,29789,Y-Bar 7H,9264228300000000YBR0002H1,Y-Bar,Tilden West,Single Well,5845,6577,787,2012-09-06,2012-10-14,Short Slickwater,5769,73,20,115.4,7966.05,C&J Frac,6832170,625020,3836940,2586800,186549,1103
Q18AMB4DKK,9695,24738,Y-Bar Unit A 3H,9264231100000000YBR0016H1,Y-Bar,Tilden West,"Y-Bar A 1H, A 2H & A 3H",5836,5364,425,2014-08-19,2014-09-24,Fernandez,4631,59,16,83.06,8292.31,Calfrac,7756435,603860,4079955,3072620,174668,
Q18AMB9DKK,10759,31572,Y-Bar Unit C 1H,9264231100000000YBR0019H1,Y-Bar,Tilden West,Y-Bar Unit C 1H & C 2H,6033,5233,675,2014-09-12,2014-10-01,Short Slickwater,4593,65,13,75.87,8045.92,Frac Tech I,5787540,,,,152923,641.93
Q18AMBEDKK,9154,31447,Y-Bar Unit C 2H,9264231100000000YBR0020H1,Y-Bar,Tilden West,Y-Bar Unit C 1H & C 2H,6013,5235,575,2014-09-13,2014-10-01,Short Slickwater,4623,65,13,78.69,8064.85,Frac Tech I,5748920,,,,147550,631.88
Q18AMBJEKK,16696,67498,Y-Bar West 1H,9264228300000000YBR0016H1,Y-Bar,Tilden West,Y-Bar West 1H & Y-Bar West A 1H,5805,6877,700,2014-05-30,2014-06-29,Short Slickwater,6232,70,18,79.09,7801,Halliburton,7503030,657640,4328060,2517330,211101.99,991.69
Q18AMBOEKK,17056,68326,Y-Bar West Unit A 1H,9264228300000000YBR0015H1,Y-Bar,Tilden West,Y-Bar West 1H & Y-Bar West A 1H,5953,6932,700,2014-05-30,2014-06-29,Short Slickwater,6232,70,18,79.67,7923.67,Halliburton,7430740,656300,4274380,2500060,223360,868.05
Q18AMC0EUS,9984,33198,SWAIM 20H,9264231100000000SWM0019H1,Swaim,Tilden West,"Swaim 20H, 21H & 22H",6433,5022,437,2015-12-20,2016-01-24,Fernandez,4387,59.25,15,66.16,7952,Frac Tech I,7049821,579380,3696941,2773500,182823,805.45
Q18AMC3DUS,8974,23955,SWAIM 21H,9264231100000000SWM0020H1,Swaim,Tilden West,"Swaim 20H, 21H & 22H",6449,5002,412,2015-12-20,2016-01-24,Fernandez,4332,58.5,15,71.19,8037.87,Frac Tech I,7246870,574940,3719550,2952380,166871,755.05
Q18AMCOEUS,8476,29640,SWAIM 18H,9264231100000000SWM0022H1,Swaim,Tilden West,Swaim 18H & 19H,6421,5029,425,2016-01-06,2016-01-25,Fernandez,4369,59,15,70.9,8283.87,Frac Tech I,7254580,572180,3801840,2880560,174010,714.4
Q18AMCTEUS,3433,21247,SWAIM 19H,9264231100000000SWM0023H1,Swaim,Tilden West,Swaim 18H & 19H,6439,5017,425,2016-01-06,2016-01-25,Fernandez,4432,60.25,15,71.77,8209.2,Frac Tech I,7223360,570770,3785610,2866980,163834,762.14
Q18AMF4DY8,9865,60036,Stein Unit A 1H,9264201300000000JSP0113H1,Jasper Pool,Tilden North,Stein Unit A 1H & B 1H,4806,10259,900,2015-05-04,2015-07-13,Fernandez,9511,61.75,31,81.04,8679.13,Halliburton Frac Spot,14554190,1117980,6794540,6641670,348844,1976.19
Q18AMF9DCK,13282,61749,Stein Unit B 1H,9264201300000000JSP0112H1,Jasper Pool,Tilden North,Stein Unit A 1H & B 1H,4794,10788,900,2015-05-04,2015-07-13,Fernandez,10398,59.75,35,83.94,8084.37,Halliburton Frac Spot,16647760,1317580,8650500,6679680,387392,2097.38
Q18AMHREV4,21444,79716,Hindes Unit A 1H,9264201300000000JSP0110H1,Jasper Pool,Tilden North,Hindes Unit A 1H & B 1H,4781,8725,725,2015-05-05,2015-06-10,Fernandez,7935,61.5,26,77.8,7263.04,Frac Tech I,12965420,988640,6493240,5483540,252853,1357.17
Q18AMI4D8G,19880,67897,Hindes Unit B 1H,9264201300000000JSP0111H1,Jasper Pool,Tilden North,Hindes Unit A 1H & B 1H,4818,7364,725,2015-05-05,2015-06-10,Fernandez,6787,62.25,22,74.58,6918.13,Frac Tech I,11035360,836540,5540520,4658300,227442,1138.31
Q18AMJ2D8G,12382,53020,McComas Unit E 1H,9264201300000000JSP0108H1,Jasper Pool,Tilden North,McComas Unit D 1H & E 1H,4971,9932,1000,2015-05-21,2015-07-20,Fernandez,9242,60,31,77.53,7237.81,Frac Tech I,15512320,1183140,7854640,6474540,347214,1628.17
Q18AMJIE8G,3890,20320,McComas Unit A 1H,9264201300000000JSP0103H1,Jasper Pool,Tilden North,"McComas Unit A 1H, B 1H, & C 1H",4568,9594,800,2015-05-23,2015-07-14,Fernandez,8894,61.75,29,88.57,7097.9,Frac Tech II,13942005,1063520,7074825,5803660,260019,1490.71
Q18AMJNE8G,11566,58516,McComas Unit B 1H,9264201300000000JSP0104H1,Jasper Pool,Tilden North,"McComas Unit A 1H, B 1H, & C 1H",5001,10050,1000,2015-05-22,2015-07-14,Fernandez,9091,61,30,78.56,7301.76,Frac Tech II,15054826,1142820,7575220,6336786,273795,1589.81
Q18AMJSE8G,7781,30417,McComas Unit C 1H,9264201300000000JSP0105H1,Jasper Pool,Tilden North,"McComas Unit A 1H, B 1H, & C 1H",4567,9968,800,2015-05-22,2015-07-14,Fernandez,9338,61,31,76.59,7037.32,Frac Tech II,14911278,1067500,7560558,6283220,273240,1613.67
Q18AMJXE8G,8236,35766,McComas Unit D 1H,9264201300000000JSP0106H1,Jasper Pool,Tilden North,McComas Unit D 1H & E 1H,4562,9677,1000,2015-05-21,2015-07-20,Fernandez,9091,61,30,78.18,6882.77,Frac Tech I,14936148,1144260,7569780,6222108,322799,1550.52
Q7GH851B1W,7328,46855,Jambers 66H,9264231100000000JMB0044H1,,Tilden Central,,6803,5923,350,2015-01-03,2015-02-04,Super Short Slickwater,5374,68,16,72.73,9121.13,Frac Tech II,8387840,607520,4282740,3497580,193123,1028.71
Q7GH855A1W,12264,49955,Jambers 65H,9264231100000000JMB0043H1,,Tilden Central,"Jambers 63H, 64H & 65H",6819,6128,325,2015-01-19,2015-02-21,Super Short Slickwater,5374,68,16,73.96,9144.5,Frac Tech II,8398870,619920,4339670,3439280,183568,972.74
Q7GH857AV4,10976,41114,Jambers 49H,9264231100000000JMB0051H1,,Tilden Central,"Jambers 49H, 50H, 53H & 54H",6773,4545,425,2015-01-15,2015-03-07,Super Short Slickwater,4062,70,12,75.54,8338.17,Frac Tech I,6394680,470220,2968680,2955780,127160,755.21
Q7GH85DAV4,8359,26191,Jambers 36H,9264231100000000JMB0028H1,,Tilden Central,"Jambers 35H, 36H, 37H, 38H",6778,5216,400,2014-12-28,2015-02-04,Super Short Slickwater,4556,67,14,74.96,8235.13,Frac Tech I,7454820,531820,3506700,3416300,179943,907.19
Q7GH85GA1W,11249,52028,Jambers 67H,9264231100000000JMB0045H1,,Tilden Central,"Jambers 66H, 67H & 68H",6815,5854,375,2015-01-04,2015-02-02,Super Short Slickwater,5182,70,15,77.17,8879.27,Frac Tech II,7972610,573240,4013660,3385710,176141,892.6
Q7GH85JBV4,13418,43664,Jambers 38H,9264231100000000JMB0030H1,,Tilden Central,"Jambers 35H, 36H, 37H, 38H",6786,4485,675,2015-01-07,2015-02-04,Super Short Slickwater,3896,66,12,77.78,8745.25,Frac Tech I,6453644,455610,2987494,3010540,147230,731.71
Q7GH85NB1W,11395,39338,Jambers 64H,9264231100000000JMB0042H1,,Tilden Central,"Jambers 63H, 64H & 65H",6839,6140,350,2015-01-18,2015-02-21,Super Short Slickwater,5374,68,16,73.38,9117.5,Frac Tech II,8583358,614158,4281120,3688080,192036,1094.19
Q7GH85OB1W,11826,54235,Jambers 68H,9264231100000000JMB0046H1,,Tilden Central,"Jambers 66H, 67H & 68H",6817,5921,375,2015-01-04,2015-02-02,Super Short Slickwater,5182,70,15,78.07,8791.4,Frac Tech II,7946360,567740,4012360,3366260,170576,882.29
Q7GH85QBV4,13143,42830,Jambers 53H,9264231100000000JMB0053H1,,Tilden Central,Jambers 53H & 54H,6739,5395,400,2015-01-23,2015-03-08,Super Short Slickwater,4695,68,14,73.64,8850.71,Frac Tech I,7278888,531720,3511480,3235688,669331,841.29
Q7GH85TB1W,12606,38367,Jambers 35H,9264231100000000JMB0017H1,,Tilden Central,"Jambers 35H, 36H, 37H, 38H",6779,5535,350,2014-12-28,2015-02-04,Super Short Slickwater,4966,68,15,73.48,8789.13,Frac Tech I,8064150,570160,3724620,3769370,187986,1006.12
Q7GH85UB1W,4216,20810,Jambers 54H,9264231100000000JMB0054H1,,Tilden Central,Jambers 53H & 54H,6720,4952,375,2015-01-23,2015-03-08,Super Short Slickwater,4192,71,12,75.38,9038.08,Frac Tech I,6374540,455800,2968560,2950180,130909,721.81
Q7GH861AV4,16702,58093,Teal Unit A 2H,9264231100000000TYR0158H1,,Tilden Central,"Teal Unit A 1H, A 2H, A 3H, A 4H & A 5H",6628,4074,575,2015-06-11,2015-07-02,Super Slickwater,3432,70,10,80.7,8978.2,Halliburton Frac Spot,4830985,369200,2293430,2168355,167905,642.86
Q7GH861BV4,9463,37312,Gubbels 3H,9264231100000000TYR0065H1,,Tilden Central,"Gubbels 3H, 4H, Unit A 3H, Unit  4H",6328,5375,350,2015-03-17,2015-04-11,Super Short Slickwater,4833,70,14,80.71,8079.93,Calfrac,7318429,521500,3395671,3401258,139632,682.86
Q7GH864AV4,13526,63289,Jambers 63H,9264231100000000JMB0041H1,,Tilden Central,"Jambers 63H, 64H & 65H",6829,6174,450,2015-01-18,2015-02-21,Super Short Slickwater,5374,68,16,74.9,9022.31,Frac Tech II,8550340,613540,4327860,3608940,180907,974.67
Q7GH865AV4,9360,30123,Gubbels 4H,9264231100000000TYR0066H1,,Tilden Central,"Gubbels 3H, 4H, Unit A 3H, Unit  4H",6297,5314,350,2015-03-17,2015-04-07,Super Short Slickwater,4695,68,14,80.86,8088.43,Calfrac,7306253,524960,3387447,3393846,135665,688.79
Q7GH867AV4,13886,47880,Teal Unit A 3H,9264231100000000TYR0159H1,,Tilden Central,"Teal Unit A 1H, A 2H, A 3H, A 4H & A 5H",6629,4366,550,2015-06-02,2015-07-02,Super Slickwater,3782,70,11,80.56,8778.64,Halliburton Frac Spot,5913810,414800,2848890,2650120,162260,523.81
Q7GH86CAV4,15332,68198,Gubbels Unit A 4H,9264231100000000TYR0069H1,,Tilden Central,"Gubbels 3H & 4H, Gubbels A 3H & A 4H",6521,5834,375,2015-03-07,2015-04-03,Super Short Slickwater,5187,70,15,79.37,8261,Calfrac,8039280.74,531000.74,3622420,3885860,148663,925.69
Q7GH86DAV4,14961,57828,Teal Unit A 4H,9264231100000000TYR0160H1,,Tilden Central,"Teal Unit A 1H, A 2H, A 3H, A 4H & A 5H",6610,4925,600,2015-06-02,2015-07-03,Super Slickwater,4482,70,13,77.75,8939.46,Halliburton Frac Spot,6954660,479880,3328090,3146690,184322,619.05
Q7GH86GAV4,11468,57149,Jambers 37H,9264231100000000JMB0029H1,,Tilden Central,"Jambers 35H, 36H, 37H, 38H",6792,4943,375,2015-01-07,2015-02-04,Super Short Slickwater,4120,71,12,77.78,8610.17,Frac Tech I,6417710,462700,3008810,2946200,141007,791.29
Q7GH86IBV4,12419,45231,Gubbels Unit A 3H,9264231100000000TYR0068H1,,Tilden Central,Gubbels Unit A 3H & A 4H,6554,5874,350,2015-03-07,2015-04-09,Super Short Slickwater,5187,70,15,78.92,8235.4,Calfrac,8020440,551080,3678440,3790920,142332,953.64
Q7GH86NBV4,8873,25646,Jambers 50H,9264231100000000JMB0052H1,,Tilden Central,"Jambers 49H, 50H, 53H & 54H",6780,4848,350,2015-01-15,2015-03-07,Super Short Slickwater,4762,70,14,75.9,8587.57,Frac Tech I,7415100,546820,3480220,3388060,149288,929.48
Q7GH86OBV4,19094,79992,Teal Unit A 5H,9264231100000000TYR0161H1,,Tilden Central,"Teal Unit A 1H, A 2H, A 3H, A 4H & A 5H",6555,5527,800,2015-06-01,2015-07-02,Super Slickwater,5060,68,15,78.89,8877.73,Halliburton Frac Spot,7910120,528380,3946150,3435590,213888,1738.1
Q8VJE7A074,27907,108643,Caron Unit B 6H,9264231100000000TYR0276H1,Teal,Tilden Central,"Caron Unit B 4H, B 5H & B 6H",6458,6910,675,2015-11-10,2015-12-08,Short Slickwater,6558,59,21,77,8393.81,Frac Tech I,9930930,800340,6097550,3033040,250921,1048.79
Q8VJE8P584,25563,103723,Caron Unit B 5H,9264231100000000TYR0275H3,Teal,Tilden Central,"Caron Unit B 4H, B 5H & B 6H",6415,7128,350,2015-11-10,2015-12-08,Short Slickwater,6339,61,20,70.9,8479.95,Frac Tech I,9471420,759840,5813240,2898340,275064,1076.57
Q8VJEA4194,24103,95652,Caron Unit B 4H,9264231100000000TYR0090H1,Teal,Tilden Central,"Caron Unit B 4H, B 5H & B 6H",6495,6796,675,2015-11-10,2015-12-08,Short Slickwater,6109,60,20,71.68,8147.85,Frac Tech I,9300280,760560,5815940,2723780,282643,1023.05
Q8VJGFMDDD,17335,62123,Jambers 112H,9264231100000000JMB0110H1,,Tilden Central,"Jambers 109H, 110H, 111H & 112H",6771,5624,775,2015-11-22,2015-12-28,Short Slickwater,5435,56.5,16,75.31,9400.81,Halliburton Frac Spot,7555260,603040,4885585,2066635,237448.26,1202.38
Q8VJGH8AED,11302,36970,Jambers 111H,9264231100000000JMB0109H1,,Tilden Central,"Jambers 109H, 110H, 111H & 112H",6733,4961,525,2015-11-22,2015-12-28,Short Slickwater,2709,55,10,75.8,9068.6,Halliburton Frac Spot,4816200,374680,3047015,1394505,141221.95,630.95
Q8VJGJ6AFD,17458,82880,Jambers 110H,9264231100000000JMB0108H1,,Tilden Central,"Jambers 109H, 110H, 111H & 112H",6719,5878,500,2015-12-02,2015-12-28,Short Slickwater,5429,61,16,78.42,8753.94,Halliburton Frac Spot,7467771,604580,4759361,2103830,224023.69,940.57
Q8VJGKGCGD,10203,45691,Jambers 109H,9264231100000000JMB0107H1,,Tilden Central,"Jambers 109H, 110H, 111H & 112H",6781,6308,425,2015-11-30,2015-12-28,Short Slickwater,5689,58,20,77.88,8917.5,Halliburton Frac Spot,9656555,760280,6082155,2814120,285505,1178.19
Q8VJGMS8HO,13362,53667,Jambers 108H,9264231100000000JMB0106H1,,Tilden Central,"Jambers 106H, 107H & 108H",6760,6195,350,2015-11-30,2015-12-31,Short Slickwater,5580,59,19,74.59,8834.89,Frac Tech I,9228030,722520,6004610,2500900,282878,919.6
Q8VJGNQBIO,1786,10483,Jambers 107H,9264231100000000JMB0105H1,,Tilden Central,"Jambers 106H, 107H & 108H",6797,6355,350,2015-11-30,2015-12-30,Slickwater,5792,58,20,76.15,8806.4,Frac Tech I,9763710,762160,6316600,2684950,304301,981.1
Q8VJGO4EJO,7881,24837,Jambers 106H,9264231100000000JMB0104H1,,Tilden Central,"Jambers 106H, 107H & 108H",6789,6320,400,2015-11-29,2015-12-28,Short Slickwater,5881,59,20,73.16,8906.65,Frac Tech I,9943170,760500,6308210,2874460,308096,988.21
Q8VJH320O8,15839,63948,Jambers 82H,9264231100000000JMB0083H1,,Tilden Central,"Jambers 80H, 81H & 82H",6602,4894,550,2016-06-27,2016-08-01,Monster,4291,25.25,21,71.83,8914.38,Halliburton Frac Spot,11584380,9343240,2027260,213880,247359,1238.24
Q8VJH4K3P8,16018,67081,Jambers 81H,9264231100000000JMB0130H1,,Tilden Central,"Jambers 80H, 81H & 82H",6580,4963,525,2016-06-27,2016-08-01,Short Slickwater,4528,57.25,16,72.35,8716.53,Halliburton Frac Spot,8247953,939480,5317520,1990953,217505,971.67
Q8VJH621QN,16662,77326,Jambers 80H,9264231100000000JMB0129H1,,Tilden Central,"Jambers 80H, 81H & 82H",6591,5058,750,2016-06-27,2016-08-01,Short Slickwater,4921,62.25,16,79.18,8969.5,Halliburton Frac Spot,8570687,756100,5524580,2290007,217530,809.52
Q8VJM0R3R4,19007,73595,Gubbels Unit A 5H,9264231100000000TYR0154H1,,Tilden Central,"Gubbels 5H, 6H, A 5H & B 1H",6524,5946,375,2015-10-27,2015-11-17,Slickwater,5299,67,16,76.41,8367.06,Frac Tech I,7085920,612740,4029560,2443620,226342,831.57
Q9OECCQ0IC,21180,76882,GUBBELS UNIT B 1H_ST,9264231100000000TYR0093H2,,Tilden Central,"Gubbels 5H, 6H, A 5H & B 1H",6536,5950,400,2015-10-28,2015-11-17,Slickwater,5374,68,16,76.51,8361.63,Frac Tech I,7096360,608520,4035060,2452780,232258,823.88
Q9OL40NOM7,13432,58056,Birdwell Unit 1H,9264201300000000PLR0013H1,Jasper Pool,Tilden North,Birdwell Unit 1H,5198,7950,1000,2016-02-03,2016-02-19,Fernandez,7380,59.5,25,68.8,7789.96,Frac Tech I,12132249,948960,6388160,4795129,327288,1677.93
Q9OL4MUK2J,6947,24137,SWAIM 22H,9264231100000000SWM0021H1,Swaim,Tilden West,"Swaim 20H, 21H & 22H",6456,4761,412,2015-12-20,2016-01-24,Fernandez,4089,57.5,14,65.34,8246.21,Frac Tech I,6648848,519406,3410622,2718820,181873,709.6
